1	0.000815565
2	0.000805263
3	0.000935208
4	0.000798539
5	0.000815565
6	0.00083698
7	0.000808668
8	0.000829718
9	0.000815565
10	0.000819058
11	0.00078866
12	0.000812102
13	0.000883372
14	0.000891608
15	0.0009
16	0.000883372
17	0.000887471
18	0.000887471
19	0.000887471
20	0.000895785
21	0.000891608
22	0.000895785
23	0.000875286
24	0.000908551
25	0.00126551
26	0.00129771
27	0.00132468
28	0.0012782
29	0.00130435
30	0.00129771
31	0.00128463
32	0.00124088
33	0.0012782
34	0.0012782
35	0.00127182
36	0.00132468
37	0.00131783
38	0.00124694
39	0.00145299
40	0.00142857
41	0.00141274
42	0.00146132
43	0.00141274
44	0.00144476
45	0.00139726
46	0.00144476
47	0.00142857
48	0.00138965
49	0.00151335
50	0.00146974
51	0.00144476
52	0.00141274
53	0.000546155
54	0.000539074
55	0.000559006
56	0.000540827
57	0.000553425
58	0.00055159
59	0.000547955
60	0.000580469
61	0.000547955
62	0.000549766
63	0.000553425
64	0.000566625
65	0.00064836
66	0.00066655
67	0.000650898
68	0.000653455
69	0.00066125
70	0.000650898
71	0.000669233
72	0.000650898
73	0.00066125
74	0.000653455
75	0.000674663
76	0.000669233
77	0.000658631
78	0.00066125
79	0.00066125
80	0.000653455
81	0.00056188
82	0.000553345
83	0.000507126
84	0.000526678
85	0.000550558
86	0.000553345
87	0.000550558
88	0.000509491
89	0.000514286
90	0.000519172
91	0.000516717
92	0.000504784
93	0.000519172
94	0.000526678
95	0.000524152
96	0.000130268
97	0.000132709
98	0.000133964
99	0.000132709
100	0.000131477
101	0.000131477
102	0.00013087
103	0.000132709
104	0.000131477
105	0.000133333
106	0.00013209
107	0.000147186
108	0.00013209
109	0.000132709
110	0.000133964
111	0.000129081
112	0.00013087
113	0.00013087
114	0.000133333
115	0.000133964
116	0.000129081
117	0.000130268
118	0.000135243
119	0.000135891
120	0.000127341
121	0.000129081
122	0.000132709
123	0.000133333
124	0.000141313
125	0.000133964
126	0.000131477
127	0.000132709
128	0.000135243
129	0.000135243
130	0.000131477
131	0.000135243
132	0.000130268
133	0.000136546
134	0.000140612
135	0.000135891
136	0.000129672
137	0.000129081
138	0.000129672
139	0.000132709
140	0.000135891
