fitresults/fitAg129.root	12.5715	0.196456	0.00402127	0.313752	0.00697428	0.00214172	1.09291	0.515118	-nan
fitresults/fitAg130.root	15.4173	0.643857	1.15114e-08	1.12217	0.0491308	0.00406451	1.06502	-nan	-nan
fitresults/fitAg131.root	19.4019	0.97654	0.00817384	2.9111	0.112169	0.0326303	1.41132	-nan	-nan
fitresults/fitCd131.root	6.75177	0.158223	0.000587865	0.0886028	0.00414005	0.000467499	1.19431	-nan	-nan
fitresults/fitCd132.root	8.18245	0.977245	2.48348e-06	0.061222	0.00428695	0.0397995	1.13468	-nan	-nan
fitresults/fitCd133.root	9.67202	0.805728	0.060297	0.811211	0.0520022	0.0307083	1.02415	-nan	-nan
fitresults/fitIn131.root	2.4927	0.0308004	0.000244555	0.0543805	0.00322669	0.000372081	1.0515	-nan	-nan
fitresults/fitIn132.root	3.24343	0.130486	5.95503e-11	0.112587	0.00950511	0.000562217	1.02746	-nan	-nan
fitresults/fitIn133.root	4.1199	0.921444	0.00439899	0.0276556	0.00418483	0.00119796	1.25218	0.537937	-nan
fitresults/fitIn134.root	5.36347	0.836055	0.141476	0.0543669	0.00915643	0.00482015	0.971727	-nan	-nan
fitresults/fitIn135.root	6.02759	0.842006	0.099995	0.182637	0.0202694	0.00997703	1.20995	-nan	-nan
fitresults/fitSn134.root	0.699606	0.243776	0	0.0209869	0.00889099	0	1.03445	-nan	-nan
fitresults/fitSn135.root	1.34008	0.210427	1.11871e-09	0.0721782	0.0192099	0.000921822	1.05761	-nan	-nan
fitresults/fitSn136.root	1.86427	0.203918	0.00140653	0.0184581	0.00332634	0.000866333	1.0333	0.527983	-nan
fitresults/fitSn137.root	2.90014	0.150214	0.00673406	0.0593334	0.0106732	0.00234062	1.06646	-nan	-nan
fitresults/fitSn138.root	4.68828	0.251851	0.0198603	0.513167	0.0513307	0.0131636	1.00343	-nan	-nan
fitresults/fitCd130.root	5.23773	0.0316323	0.00024837	0.0355768	0.00115496	0.000128905	1.08554	0.43585	-nan
fitresults/fitAg129_stat.root	12.1737	0.181617	0.00346209	0.350318	0.0113174	0.00196373	0.902682	0.456089	-nan
fitresults/fitAg130_stat.root	15.2645	0.660581	3.16261e-09	1.116	0.0589254	0.00450502	0.962839	-nan	-nan
fitresults/fitAg131_stat.root	19.2102	0.972873	0.00860925	2.94939	0.108884	0.0318114	1.27809	-nan	-nan
fitresults/fitCd131_stat.root	6.87421	0.1553	3.99299e-05	0.0903973	0.0086176	0.651974	1.105	-nan	-nan
fitresults/fitCd132_stat.root	8.30911	0.955089	0.000101496	0.773679	0.0805846	0.0409235	0.969345	-nan	-nan
fitresults/fitCd133_stat.root	11.2141	0.789421	0.0621643	1.09885	0.0550901	0.0228174	0.982266	-nan	-nan
fitresults/fitIn131_stat.root	2.49241	0.0310173	0.000597449	0.055242	0.00371529	0.001619	1.02111	-nan	-nan
fitresults/fitIn132_stat.root	3.25867	0.131128	6.88379e-05	0.114244	0.0121929	0.0214258	0.997181	-nan	-nan
fitresults/fitIn133_stat.root	3.81601	0.642958	0.441618	2.67064e-06	3.50481e-08	2.89436e-08	1.64592	1.25717	-nan
fitresults/fitIn134_stat.root	5.37588	0.828461	0.137073	0.0605793	0.0141972	0.00715113	0.935983	-nan	-nan
fitresults/fitIn135_stat.root	6.63333	0.847516	0.104086	0.222237	0.0388406	0.0158488	1.0686	-nan	-nan
fitresults/fitSn134_stat.root	0.688699	0.242131	0	0.0237471	0.0144034	0	0.952792	-nan	-nan
fitresults/fitSn135_stat.root	1.3441	0.205173	5.655e-11	0.0787549	0.0224622	0.00476483	0.975915	-nan	-nan
fitresults/fitSn136_stat.root	1.87123	0.193432	0.00141004	0.0199312	0.0144971	0.00096236	0.985432	0.50632	-nan
fitresults/fitSn137_stat.root	2.91872	0.221912	0.00679383	0.0717872	0.0177313	0.00255286	1.01255	-nan	-nan
fitresults/fitSn138_stat.root	10.9007	0.107921	0.0324595	4.03076	0.103009	0.025464	0.91575	-nan	-nan
fitresults/fitCd130_stat.root	5.24751	0.0304351	0.000191068	0.0363144	0.00185106	0.000595069	1.01978	0.420472	-nan
