fitresults/fitSn138_stat.root	134.55	20.2945	2.20882	22.1608	5.39325	1.43008	0.902719	0
fitresults/fitSn137_stat.root	234.042	23.4636	0.74356	5.33268	1.76667	0.27264	1.01466	0
fitresults/fitSn136_stat.root	370.417	19.329	0.145218	3.94659	1.34699	0.0832583	0.985691	0
fitresults/fitSn135_stat.root	515.95	20.5298	2.66926e-05	28.7531	2.22794	0.126338	0.975909	0
fitresults/fitSn134_stat.root	1006.31	24.2142	1.62007e-07	34.8002	1.44071	0.111407	0.948488	0
fitresults/fitIn133_stat.root	165.332	91.0776	0.622254	2.20009	2.13962	0.233691	1.10329	0
fitresults/fitIn132_stat.root	212.743	13.1116	0.0004379	7.49333	1.18004	0.105754	0.997183	0
fitresults/fitAg129_stat.root	55.1769	17.9099	0.368148	1.72049	1.1647	0.208149	0.918027	0
fitresults/fitCd132_stat.root	84.9057	95.0325	2.21495e-05	3.25094	5.08673	0.279401	1.10522	0
fitresults/fitCd133_stat.root	65.5472	86.1267	6.24733	7.86767	7.21699	2.85611	0.928719	0
fitresults/fitIn134_stat.root	128.579	83.3799	13.8686	1.4446	1.02994	0.622543	0.936877	0
fitresults/fitIn135_stat.root	104.418	83.6306	9.83318	3.56057	2.67726	1.08533	1.06762	0
fitresults/fitAg130_stat.root	46.0245	66.0536	6.4241e-06	3.35597	5.71033	2.38222	0.954866	0
fitresults/fitCd130_stat.root	132.158	3.0547	2.78094e-05	0.756449	0.423636	0.182256	1.02534	4
fitresults/fitIn131_stat.root	278.02	3.06857	0.0590062	6.16357	0.380299	0.164822	1.0211	4
fitresults/fitCd131_stat.root	98.699	14.9599	0.0588758	1.29032	2.52399	0.8823	1.10485	4
fitresults/fitAg131_stat.root	36.031	97.4181	0.885694	5.54074	11.753	3.18352	1.2838	0
fitresults/fitIn136_stat.root	106.839	70.7681	19.1552	14.4559	11.5722	6.53981	0.984505	0
fitresults/fitIn136_stat.root	101.784	25	67	13.8759	0	0	-nan	0
fitresults/fitIn136_stat.root	101.784	25	67	13.8759	0	0	1.00479	0
fitresults/fitIn136_stat.root	87.2105	25	67	11.3559	0	0	1.11548	0
fitresults/fitIn136_stat.root	87.2105	25	67	11.3559	0	0	1.11548	0
fitresults/fitIn136_stat.root	106.399	69.9451	18.8632	14.2479	11.0352	6.16357	1.086	0
fitresults/fitSn138_stat.root	134.55	20.2945	2.20882	22.1608	5.39325	1.43008	0.902719	0
fitresults/fitSn137_stat.root	234.042	23.4636	0.74356	5.33268	1.76667	0.27264	1.01466	0
fitresults/fitSn136_stat.root	370.417	19.329	0.145218	3.94659	1.34699	0.0832583	0.985691	0
fitresults/fitSn135_stat.root	515.95	20.5298	2.66926e-05	28.7531	2.22794	0.126338	0.975909	0
fitresults/fitSn134_stat.root	1006.31	24.2142	1.62007e-07	34.8002	1.44071	0.111407	0.948488	0
fitresults/fitIn133_stat.root	165.332	91.0776	0.622254	2.20009	2.13962	0.233691	1.10329	0
fitresults/fitIn132_stat.root	212.743	13.1116	0.0004379	7.49333	1.18004	0.105754	0.997183	0
fitresults/fitAg129_stat.root	55.1769	17.9099	0.368148	1.72049	1.1647	0.208149	0.918027	0
fitresults/fitCd132_stat.root	84.9057	95.0325	2.21495e-05	3.25094	5.08673	0.279401	1.10522	0
fitresults/fitCd133_stat.root	65.5472	86.1267	6.24733	7.86767	7.21699	2.85611	0.928719	0
fitresults/fitIn134_stat.root	128.579	83.3799	13.8686	1.4446	1.02994	0.622543	0.936877	0
fitresults/fitIn135_stat.root	104.418	83.6306	9.83318	3.56057	2.67726	1.08533	1.06762	0
fitresults/fitAg130_stat.root	46.0245	66.0536	6.4241e-06	3.35597	5.71033	2.38222	0.954866	0
fitresults/fitAg131_stat.root	35.7329	97.6663	0.822577	5.36906	11.3746	3.24325	1.41132	0
fitresults/fitCd130_stat.root	132.158	3.0547	2.78094e-05	0.756449	0.423636	0.182256	1.02534	4
fitresults/fitIn131_stat.root	278.02	3.06857	0.0590062	6.16357	0.380299	0.164822	1.0211	4
fitresults/fitCd131_stat.root	98.699	14.9599	0.0588758	1.29032	2.52399	0.8823	1.10485	4
fitresults/fitIn134_stat.root	128.581	83.3706	13.866	1.44418	1.03556	0.623404	0.936846	0
fitresults/fitIn135_stat.root	104.138	84.2398	10.0697	3.54761	2.35404	1.05332	1.06669	0
fitresults/fitAg130_stat.root	46.0249	66.0261	8.51506e-05	3.38713	5.70677	0.478373	0.954871	0
fitresults/fitCd131_stat.root	98.9419	14.7188	0.0498366	1.35954	0.971078	0.118075	1.10497	4
fitresults/fitAg131_stat.root	36.3848	99.9998	1.71316	5.74425	15.2772	5.07414	1.41681	0
fitresults/fitAg131_stat.root	36.3848	99.9998	1.71316	5.74425	15.2772	5.07414	1.55381	0
fitresults/fitAg131_stat.root	36.3848	99.9998	1.71316	5.74425	15.2772	5.07414	1.35931	0
